,state,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop,highCrime
10,1,Dothancity,4,0.07,0.41,0.53,0.57,0.05,0.01,0.44,0.46,0.29,0.41,0.08,1.0,0.23,0.53,0.25,0.31,0.5,0.38,0.4,0.27,0.27,0.34,0.16,0.2,0.31,0.45,0.35,0.08,0.45,0.4,0.51,0.3,0.28,0.51,0.4,0.43,0.48,0.4,0.61,0.3,0.67,0.67,0.47,0.5,0.47,0.52,0.48,0.68,0.67,0.05,0.37,0.0,0.24,0.41,0.36,0.41,0.02,0.03,0.02,0.02,0.97,0.02,0.22,0.2,0.43,0.45,0.42,0.53,0.16,0.41,0.5,0.08,0.73,0.52,0.25,0.41,0.67,0.58,0.29,0.09,0.1,0.12,0.06,0.13,0.15,0.16,0.33,0.16,0.36,0.02,0.0,0.03,0.7,0.52,0.66,0.64,0.23,0.06,0.01,0.0,0.52,true
11,1,Enterprisecity,2,0.02,0.43,0.41,0.64,0.08,0.04,0.46,0.51,0.33,0.36,0.0,0.0,0.24,0.57,0.41,0.42,0.43,0.37,0.58,0.26,0.25,0.29,0.17,0.1,0.16,0.33,0.31,0.03,0.39,0.35,0.39,0.37,0.32,0.5,0.41,0.4,0.46,0.47,0.44,0.29,0.49,0.48,0.45,0.63,0.6,0.52,0.63,0.38,0.43,0.01,0.22,0.0,0.54,0.49,0.45,0.45,0.12,0.09,0.08,0.07,0.91,0.03,0.18,0.18,0.46,0.46,0.47,0.55,0.11,0.34,0.5,0.04,0.6,0.55,0.05,0.42,0.71,0.58,0.3,0.1,0.11,0.12,0.11,0.18,0.23,0.21,0.33,0.37,0.31,0.0,0.0,0.09,0.51,0.46,0.4,0.29,0.09,0.05,0.02,0.0,0.41,true
12,1,Eufaulacity,5,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0.0,0.0,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.2,0.29,0.15,0.09,0.25,0.0,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0.0,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0.0,0.98,0.02,0.26,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.5,0.03,0.58,0.56,0.11,0.56,0.67,0.72,1.0,0.07,0.07,0.11,0.0,0.06,0.09,0.08,0.28,0.19,0.43,0.0,0.0,0.01,0.67,0.59,0.66,0.6,0.17,0.02,0.01,0.0,0.28,true
13,1,Fairfieldcity,1,0.0,0.45,1.0,0.0,0.01,0.0,0.43,0.41,0.27,0.57,0.02,1.0,0.16,0.38,0.1,0.16,0.71,0.44,0.61,0.19,0.16,0.23,0.23,0.27,0.69,0.0,0.16,0.02,0.54,0.39,0.5,0.26,0.56,0.33,0.27,0.66,0.45,0.35,0.58,0.42,0.66,0.66,0.52,0.3,0.31,0.38,0.24,0.81,0.83,0.01,0.39,0.0,0.0,0.24,0.2,0.63,0.0,0.01,0.01,0.02,0.95,0.02,0.33,0.31,0.45,0.47,0.44,0.56,0.14,0.5,0.5,0.02,0.66,0.55,0.67,0.44,0.38,0.3,0.23,0.07,0.07,0.08,0.03,0.11,0.13,0.15,0.49,0.39,0.49,0.0,0.01,0.01,0.93,0.69,0.88,0.82,0.01,0.3,0.15,0.0,0.8,true
14,1,Florencecity,3,0.04,0.33,0.33,0.73,0.02,0.01,0.47,0.5,0.42,0.54,0.06,1.0,0.16,0.37,0.38,0.4,0.61,0.38,0.59,0.22,0.23,0.25,0.19,0.11,0.47,0.24,0.25,0.06,0.49,0.47,0.52,0.36,0.44,0.33,0.46,0.45,0.51,0.42,0.44,0.37,0.5,0.5,0.36,0.53,0.53,0.63,0.53,0.62,0.47,0.03,0.31,0.0,0.45,0.53,0.51,0.44,0.02,0.02,0.02,0.01,0.98,0.02,0.12,0.11,0.32,0.36,0.29,0.54,0.07,0.46,0.5,0.05,0.76,0.52,0.13,0.46,0.48,0.38,0.23,0.07,0.08,0.1,0.08,0.13,0.14,0.14,0.48,0.22,0.35,0.02,0.0,0.01,0.76,0.54,0.68,0.69,0.07,0.13,0.0,0.0,0.25,true
15,1,FortPaynecity,2,0.0,0.35,0.09,0.91,0.02,0.01,0.4,0.43,0.27,0.52,0.0,0.0,0.15,0.4,0.41,0.23,0.61,0.35,0.35,0.18,0.2,0.19,0.16,0.15,0.23,0.11,0.13,0.01,0.37,0.62,0.72,0.16,0.19,0.47,1.0,0.15,1.0,0.22,0.58,0.18,0.59,0.61,0.37,0.64,0.66,0.75,0.63,0.69,0.77,0.0,0.13,0.0,0.24,1.0,0.99,0.84,0.01,0.04,0.03,0.02,0.99,0.02,0.1,0.11,0.37,0.37,0.37,0.64,0.09,0.45,0.5,0.02,0.64,0.64,0.07,0.59,0.58,0.64,0.39,0.06,0.06,0.08,0.03,0.08,0.1,0.12,0.34,0.3,0.44,0.0,0.0,0.01,0.78,0.62,0.83,0.77,0.16,0.02,0.01,0.0,0.03,false
16,1,Gadsdencity,9,0.05,0.32,0.55,0.56,0.04,0.01,0.41,0.42,0.3,0.7,0.07,1.0,0.13,0.24,0.11,0.27,0.78,0.5,0.64,0.15,0.19,0.23,0.18,0.11,0.37,0.16,0.16,0.08,0.54,0.55,0.68,0.15,0.55,0.18,0.62,0.36,0.75,0.26,0.62,0.33,0.56,0.61,0.39,0.41,0.37,0.43,0.48,0.42,0.4,0.04,0.36,0.0,1.0,0.93,0.89,0.79,0.11,0.08,0.07,0.06,0.96,0.05,0.21,0.19,0.33,0.32,0.37,0.57,0.1,0.52,0.5,0.09,0.65,0.58,0.22,0.65,0.29,0.48,0.35,0.03,0.03,0.05,0.02,0.07,0.08,0.1,0.38,0.23,0.44,0.0,0.0,0.04,0.88,0.66,0.85,0.81,0.1,0.1,0.01,0.42,0.9,true
17,1,Hartsellecity,4,0.0,0.43,0.12,0.9,0.01,0.0,0.46,0.45,0.28,0.43,0.02,1.0,0.28,0.57,0.65,0.37,0.53,0.36,0.42,0.29,0.24,0.24,0.19,0.14,0.52,0.31,0.45,0.01,0.27,0.48,0.51,0.21,0.33,0.51,0.67,0.39,0.59,0.34,0.39,0.23,0.48,0.46,0.44,0.71,0.72,0.83,0.74,0.71,0.65,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.13,0.15,0.47,0.47,0.44,0.7,0.07,0.33,0.5,0.01,0.79,0.7,0.1,0.47,0.6,0.31,0.59,0.1,0.09,0.09,0.06,0.11,0.12,0.13,0.3,0.22,0.31,0.0,0.0,0.01,0.8,0.59,0.76,0.77,0.03,0.07,0.03,0.0,0.01,false
18,1,Homewoodcity,5,0.02,0.23,0.16,0.85,0.08,0.01,0.47,0.65,0.48,0.45,0.04,1.0,0.31,0.62,0.2,0.58,0.4,0.11,0.38,0.42,0.43,0.43,0.29,0.28,0.18,0.41,0.63,0.01,0.16,0.09,0.14,0.69,0.14,0.53,0.15,0.68,0.11,0.76,0.47,0.56,0.59,0.57,0.27,0.61,0.68,0.85,0.69,0.63,0.67,0.01,0.15,0.0,0.46,0.61,0.66,0.58,0.11,0.12,0.12,0.1,0.92,0.05,0.05,0.04,0.16,0.27,0.11,0.47,0.03,0.62,0.0,0.03,0.82,0.42,0.03,0.35,0.44,0.07,0.24,0.2,0.19,0.18,0.3,0.27,0.26,0.28,0.26,0.15,0.29,0.0,0.0,0.09,0.68,0.38,0.66,0.64,0.02,0.26,0.04,0.0,0.15,true
19,1,Hoovercity,10,0.05,0.35,0.06,0.93,0.07,0.01,0.33,0.46,0.26,0.31,0.06,1.0,0.55,0.78,0.28,0.72,0.29,0.04,0.4,0.58,0.58,0.57,0.41,0.05,0.36,0.42,0.83,0.01,0.07,0.03,0.07,0.75,0.09,0.7,0.16,0.55,0.07,0.78,0.31,0.27,0.44,0.4,0.38,0.82,0.86,0.89,0.79,0.59,0.56,0.0,0.04,0.01,0.18,0.29,0.34,0.4,0.03,0.04,0.05,0.05,0.94,0.04,0.08,0.09,0.38,0.52,0.21,0.6,0.03,0.4,0.5,0.05,0.78,0.52,0.04,0.19,0.77,0.02,0.04,0.26,0.26,0.26,0.38,0.35,0.37,0.37,0.1,0.18,0.18,0.0,0.0,0.07,0.58,0.4,0.45,0.5,0.07,0.14,0.0,0.0,0.09,false
20,1,Hueytowncity,4,0.01,0.44,0.26,0.8,0.01,0.0,0.4,0.41,0.27,0.51,0.02,1.0,0.29,0.52,0.03,0.32,0.61,0.12,0.68,0.29,0.24,0.24,0.27,0.39,0.14,0.0,0.0,0.01,0.17,0.27,0.42,0.13,0.31,0.41,0.29,0.37,0.34,0.27,0.42,0.21,0.39,0.42,0.41,0.73,0.71,0.81,0.66,0.65,0.65,0.01,0.21,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.01,0.98,0.03,0.1,0.12,0.47,0.45,0.47,0.84,0.06,0.37,0.5,0.01,0.88,0.84,0.18,0.58,0.52,0.11,0.29,0.09,0.08,0.08,0.22,0.23,0.2,0.27,0.23,0.23,0.39,0.0,0.0,0.01,0.93,0.81,0.94,0.9,0.02,0.15,0.0,0.0,0.22,true
21,1,Huntsvillecity,1,0.24,0.37,0.48,0.58,0.13,0.02,0.44,0.55,0.38,0.31,0.25,0.99,0.34,0.67,0.33,0.51,0.32,0.21,0.58,0.38,0.38,0.45,0.22,0.19,0.35,0.5,0.5,0.16,0.3,0.22,0.3,0.54,0.33,0.57,0.43,0.46,0.23,0.66,0.52,0.45,0.57,0.56,0.42,0.58,0.58,0.67,0.53,0.52,0.54,0.09,0.28,0.04,0.41,0.45,0.53,0.52,0.11,0.11,0.12,0.1,0.92,0.04,0.17,0.16,0.38,0.45,0.32,0.54,0.12,0.44,0.5,0.25,0.72,0.51,0.1,0.25,0.6,0.28,0.14,0.15,0.16,0.18,0.24,0.25,0.28,0.26,0.31,0.15,0.22,0.17,0.09,0.11,0.54,0.51,0.6,0.49,0.48,0.08,0.0,0.51,0.55,true
22,1,Jacksonvillecity,7,0.0,0.54,0.34,0.71,0.07,0.03,1.0,1.0,1.0,0.34,0.0,0.0,0.17,0.53,0.1,0.32,0.4,0.26,0.65,0.3,0.16,0.17,0.17,0.22,0.12,0.0,0.56,0.02,0.56,0.39,0.43,0.48,0.51,0.26,0.21,0.75,0.36,0.49,0.29,0.91,0.29,0.3,0.4,0.61,0.62,0.71,0.72,0.71,0.69,0.0,0.09,0.0,0.4,1.0,0.95,0.8,0.06,0.13,0.11,0.09,0.92,0.04,0.17,0.12,0.29,0.39,0.24,0.41,0.09,0.58,0.0,0.01,0.69,0.38,0.05,0.36,0.67,0.3,0.11,0.1,0.1,0.11,0.1,0.13,0.14,0.13,0.65,0.24,0.26,0.0,0.0,0.06,0.6,0.26,0.25,0.35,0.02,0.13,0.01,0.0,0.19,true
23,1,Jaspercity,8,0.01,0.37,0.28,0.77,0.02,0.01,0.39,0.37,0.23,0.62,0.0,0.0,0.18,0.23,0.36,0.38,0.73,0.41,0.53,0.26,0.26,0.26,0.24,0.0,0.07,0.0,0.07,0.02,0.43,0.48,0.62,0.26,0.32,0.23,0.25,0.49,0.5,0.4,0.54,0.24,0.52,0.56,0.4,0.62,0.56,0.53,0.69,0.45,0.37,0.01,0.23,0.0,0.65,0.48,0.45,0.43,0.03,0.02,0.02,0.02,0.98,0.03,0.15,0.15,0.36,0.37,0.34,0.63,0.1,0.48,0.5,0.02,0.69,0.62,0.08,0.58,0.58,0.48,0.53,0.08,0.09,0.11,0.03,0.1,0.11,0.15,0.54,0.13,0.46,0.0,0.0,0.02,0.87,0.62,0.79,0.84,0.06,0.05,0.03,0.0,0.53,true
24,1,Madisoncity,5,0.01,0.36,0.15,0.83,0.16,0.03,0.23,0.57,0.21,0.06,0.02,0.99,0.52,0.95,0.41,0.66,0.06,0.07,0.23,0.56,0.5,0.52,0.25,0.29,0.35,0.83,0.66,0.0,0.1,0.08,0.1,0.8,0.12,0.83,0.77,0.31,0.11,0.93,0.45,0.29,0.41,0.43,0.4,0.82,0.85,0.91,0.64,0.37,0.36,0.0,0.16,0.0,0.36,0.39,0.45,0.47,0.11,0.11,0.11,0.11,0.89,0.06,0.07,0.08,0.39,0.48,0.29,0.57,0.08,0.43,0.5,0.03,0.6,0.53,0.06,0.21,0.98,0.15,0.1,0.22,0.21,0.23,0.39,0.36,0.39,0.36,0.0,0.37,0.24,0.0,0.0,0.13,0.37,0.05,0.14,0.0,0.06,0.06,0.01,0.0,0.08,false
25,1,Mobilecity,8,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1.0,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.25,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.34,0.14,0.09,0.51,0.44,true
26,1,Montgomerycity,2,0.28,0.45,0.83,0.34,0.04,0.01,0.48,0.53,0.36,0.37,0.3,1.0,0.24,0.56,0.22,0.36,0.45,0.4,0.48,0.27,0.26,0.39,0.18,0.2,0.16,0.18,0.4,0.3,0.48,0.3,0.41,0.39,0.44,0.49,0.21,0.48,0.35,0.45,0.58,0.45,0.64,0.64,0.54,0.41,0.38,0.46,0.35,0.67,0.64,0.26,0.64,0.02,0.29,0.39,0.42,0.45,0.03,0.04,0.04,0.04,0.95,0.03,0.32,0.29,0.45,0.47,0.45,0.51,0.21,0.43,0.5,0.35,0.65,0.51,0.6,0.38,0.58,0.33,0.25,0.1,0.11,0.12,0.13,0.21,0.24,0.23,0.4,0.35,0.37,0.06,0.01,0.04,0.75,0.5,0.67,0.63,0.39,0.12,0.09,0.36,0.35,true
27,1,MountainBrookcity,8,0.02,0.37,0.0,0.99,0.04,0.01,0.28,0.26,0.13,0.54,0.03,1.0,0.88,0.53,0.64,0.94,0.47,0.08,0.47,0.98,1.0,1.0,0.0,1.0,0.73,0.0,1.0,0.0,0.04,0.02,0.02,1.0,0.04,0.46,0.09,0.84,0.01,1.0,0.09,0.18,0.24,0.19,0.4,0.92,0.95,0.9,0.75,0.21,0.2,0.0,0.0,0.0,0.4,0.31,0.32,0.28,0.09,0.06,0.06,0.05,0.94,0.02,0.08,0.1,0.41,0.48,0.03,0.89,0.0,0.18,0.5,0.01,0.9,0.82,0.06,0.43,0.42,0.01,0.21,0.45,0.49,0.61,0.34,0.36,0.41,0.35,0.25,0.08,0.17,0.0,0.0,0.09,0.64,0.71,0.83,0.75,0.03,0.14,0.0,0.0,0.02,false
28,1,Northportcity,2,0.01,0.44,0.44,0.64,0.05,0.0,0.47,0.51,0.35,0.38,0.03,1.0,0.26,0.5,0.37,0.38,0.46,0.41,0.52,0.3,0.26,0.31,0.16,0.25,0.18,0.69,0.72,0.03,0.45,0.36,0.46,0.37,0.37,0.44,0.28,0.81,0.35,0.49,0.39,0.38,0.51,0.49,0.49,0.54,0.55,0.48,0.47,0.52,0.56,0.02,0.45,0.0,0.3,0.55,0.45,0.67,0.02,0.04,0.03,0.04,0.96,0.02,0.21,0.2,0.45,0.49,0.4,0.53,0.12,0.42,0.5,0.01,0.86,0.52,0.08,0.62,0.71,0.23,0.28,0.13,0.13,0.12,0.05,0.19,0.23,0.22,0.46,0.23,0.39,0.0,0.0,0.03,0.81,0.53,0.7,0.7,0.03,0.14,0.0,0.0,0.35,true
